id,monetary,emissions,new_des_prod,old_des_prod,ship_prod,ES_cap,WS_new_cap,pv_prd_prc
1,12.413209299,40.1087185,0.826070227295238,0.0,0.17392977270476187,0.0,0.9999999973038337,1.0
2,10.465403132999999,45.298923,0.8961521444806531,0.10384785551934714,0.0,0.0,0.0,1.0
3,12.846745339999998,43.719221,0.9444507947576399,0.05554920524235997,0.0,0.0,0.06859606494944141,1.0
4,9.988879039999999,40.719502,0.9138182243650363,0.08618177563496375,0.0,0.0,0.0,1.0
5,12.89753227,46.806257,0.7989555230800733,0.20104447691992677,0.0,0.0,0.0,1.0
6,15.929594069188784,55.083405,0.4263659721038813,0.5736340278961186,0.0,2.6058716727444277e-09,0.06229351341777269,1.0
7,10.92314628,48.30931,0.870436693912876,0.1295633060871239,0.0,0.0,0.0,1.0
8,10.845014220000005,44.30607,0.9322270940106472,0.06777290598935283,0.0,0.0,0.0,1.0
9,10.359179220000001,38.498884,0.9569753562666279,0.04302464373337209,0.0,0.0,0.0,1.0
10,11.29777886,42.828016,0.8957040373816951,0.1042959626183047,0.0,0.0,0.0,1.0
11,12.95069262,43.731286,0.914658383894315,0.08534161610568507,0.0,0.0,0.0,1.0
12,13.806349449999999,52.008081,0.4505085659094619,0.549491434090538,0.0,0.0,0.0,1.0
13,11.068407149,40.085548,0.9383655295430315,0.06163447045696837,0.0,0.0,0.006952075086135479,1.0
14,9.510683539999999,34.689225,0.8638138779285193,0.1361861220714807,0.0,0.0,0.014019734919819263,1.0
15,12.222371914999998,51.033789,0.8509149165240223,0.14908508347597776,0.0,0.0,0.0,1.0
16,13.580169075999999,44.14571,0.9124134369667658,0.08758656303323425,0.0,0.0,0.018546426677151385,1.0
17,12.24518242,39.371724,0.9399115051544858,0.06008849484551421,0.0,0.0,0.0,1.0
18,12.809894336,50.705359,0.8834912661026577,0.11650873389734229,0.0,0.0,0.02681760111639669,1.0
19,9.764754999999997,39.652643,0.960445035906394,0.03955496409360616,0.0,0.0,0.0,1.0
20,8.937793369000001,37.783724,0.9514666423223823,0.04853335767761765,0.0,0.0,0.012869852804837472,1.0
21,12.034071355,45.286056,0.8969457352901937,0.10305426470980626,0.0,0.0,0.00479961603463357,1.0
22,9.0997283,33.375505,0.788252190275634,0.211747809724366,0.0,0.0,0.0,0.997142
23,11.04065475,43.021056,0.9034245595686758,0.09657544043132406,0.0,0.0,0.0,1.0
24,10.282792508,46.530573,0.8242309591409067,0.17576904085909315,0.0,0.0,0.10593127830873621,1.0
25,11.03035486,38.607063,0.8607783753389294,0.1392216246610706,0.0,0.0,0.0,1.0
26,14.144457723999999,43.223878,0.9244972876486992,0.07550271235130086,0.0,0.0,0.02021682887229363,1.0
27,14.1757785881,45.699926,0.8897135327374548,0.11028646726254526,0.0,0.0,0.0008420885477862108,1.0
28,13.86961432,40.508854,0.848908125380965,0.151091874619035,0.0,0.0,0.0,1.0
29,11.813745006,43.391219,0.9962858190366009,0.003714180963399223,0.0,0.0,0.06402487162518501,1.0
30,13.78751217,47.85344,0.8850315553985059,0.114968444601494,0.0,0.0,0.0,1.0
31,14.799108121,53.014758,0.9297746963872963,0.07022530361270374,0.0,0.0,0.016238857284294795,1.0
32,10.786601683853185,37.43440099999055,0.9738589984739956,0.026141001526207613,-2.031550654156925e-13,5.290243049987229e-09,0.34452028068247087,1.0
33,8.46564911,34.822956,0.8486043322416961,0.15139566775830396,0.0,0.0,0.0,1.0
34,12.076085630000001,45.297279,0.9095555666105329,0.09044443338946721,0.0,0.0,0.0,1.0
35,9.86068936,38.919592,0.8954136996949688,0.10458630030503119,0.0,0.0,0.0,1.0
36,12.125328907,42.343522,0.9555898482838845,0.0444101517161156,0.0,0.0,0.0220557017409713,1.0
37,10.725008616,48.270221,0.8864729528589369,0.11352704714106308,0.0,0.0,0.0,1.0
38,10.8025129,40.870475,0.9042262043057073,0.09577379569429267,0.0,0.0,0.0,1.0
39,12.80203805,46.39342,0.8617453887390091,0.13825461126099078,0.0,0.0,0.0,1.0
40,11.260007009999999,40.401179,0.3701898123952408,0.6298101876047592,0.0,0.0,0.41322253214577054,1.0
41,12.090662284,39.676737,0.926184061452914,0.07381593854708603,0.0,0.0,0.0,1.0
42,12.52266034,45.727239,0.4195921821914485,0.5804078178085514,0.0,0.0,0.0,1.0
43,9.9478273,48.522051,0.8687797995735848,0.1312202004264153,0.0,0.0,0.0,1.0
44,10.666537761,37.722678,0.9204619236236371,0.07953807637636279,0.0,0.0,0.03338062601282693,1.0
45,13.666002859999999,49.4885,0.894556714013616,0.1054432859863842,0.0,0.0,0.0,1.0
